,FirstName,LastName,College,Position,Age,Height,Weight,OverallRating,TraitDevelopment,ContractStatus,Motivation3,Motivation2,Motivation1,OriginalHitPowerRating,OriginalJumpingRating,AgilityRating,AccelerationRating,OriginalKickAccuracyRating,OriginalKickPowerRating,BreakSackRating,BlockSheddingRating,BCVisionRating,AwarenessRating,CatchInTrafficRating,CatchingRating,CarryingRating,BreakTackleRating,DeepRouteRunningRating,ConfidenceRating,ChangeOfDirectionRating,ImpactBlockingRating,HitPowerRating,Height,FinesseMovesRating,JukeMoveRating,InjuryRating,KickReturnRating,KickPowerRating,KickAccuracyRating,JumpingRating,MediumRouteRunningRating,ManCoverageRating,LongSnapRating,LeadBlockRating,PressRating,PowerMovesRating,RunBlockPowerRating,RunBlockFinesseRating,ReleaseRating,PursuitRating,SpeedRating,SpectacularCatchRating,ShortRouteRunningRating,RunBlockRating,StrengthRating,StiffArmRating,StaminaRating,SpinMoveRating,ThrowAccuracyRating,ThrowAccuracyMidRating,ThrowAccuracyDeepRating,TackleRating,ThrowUnderPressureRating,ThrowPowerRating,ThrowOnTheRunRating,ThrowAccuracyShortRating,ZoneCoverageRating,TruckingRating,ToughnessRating,PlayActionRating,PassBlockFinesseRating,PassBlockPowerRating,PassBlockRating,Player,IsVisible,ProDayThreeConeDrill,ProDayTwentyYardShuttle,ProDayVerticalJump,CombineTwentyYardShuttle,CombineVerticalJump,ProDayFortyYardDash,CombineFortyYardDash,CombineOverallGrade,CombineThreeConeDrill,ProDayBroadJump,InitialDraftRank,TrueOverallRanking,CombineBenchPress,ProDayBenchPress,ProductionGrade,CombineBroadJump
373,D.J.,Stokes,SMU,RT,22,78,336,65,Normal,Draft,ChampionshipContender,SchemeFit,HeadCoachHistoricRecord,24,59,56,67,46,29,43,33,28,64,42,46,59,28,38,59,47,77,24,78,28,45,97,29,29,46,59,44,47,0,82,43,39,74,60,46,24,63,29,45,64,88,46,98,35,12,18,26,27,48,25,10,32,27,45,79,40,65,72,69,2722,TRUE,0,0,0,0,0,0,0,0,0,0,115,210,0,0,17,0
279,Gill,Tapp,Iowa,CB,22,71,180,65,Star,Draft,CloseToHome,SchemeFit,HighestOffer,65,90,83,91,26,40,44,62,57,61,34,61,62,37,32,43,82,40,65,71,30,75,81,92,40,26,90,28,67,0,32,63,47,35,37,46,72,87,34,31,25,49,40,87,65,37,27,10,58,47,38,13,35,61,36,82,38,35,46,40,1973,TRUE,0,0,0,0,0,0,0,0,0,0,116,212,0,0,8,0
11,Malik,Hodges,Arizona,LT,23,78,329,64,Normal,Draft,ChampionshipContender,SchemeFit,WarmWeatherState,35,62,55,68,45,31,32,37,26,65,48,32,53,34,42,47,48,84,35,78,48,46,97,28,31,45,62,32,27,0,81,44,47,72,65,44,24,64,35,36,71,85,41,82,48,37,15,18,31,42,16,28,20,44,35,81,39,63,70,68,88,TRUE,0,0,0,0,0,0,0,0,0,0,117,267,0,0,19,0
70,C.J.,Russell,South Carolina,DT,23,75,292,62,Normal,Draft,HighestOffer,WarmWeatherState,MentoratPosition,75,70,65,78,46,29,24,56,36,60,47,36,51,48,30,56,59,73,75,75,72,31,79,45,29,46,70,29,37,0,43,34,62,44,38,45,77,73,46,37,45,83,39,93,47,14,32,21,74,36,12,32,17,30,38,84,29,41,28,40,530,TRUE,0,0,0,0,0,0,0,0,0,0,118,289,0,0,8,0
244,Josh,Taylor,N.C. State,DT,23,74,299,62,Normal,Draft,MentoratPosition,NoIncomeTax,TeamPrestige,74,75,64,79,36,42,39,61,25,58,46,24,51,44,38,58,60,66,74,74,73,43,94,30,42,36,75,32,32,0,28,30,58,26,37,49,78,68,28,38,29,83,41,76,33,24,12,37,77,36,18,17,33,45,40,84,48,26,48,42,1751,TRUE,0,0,0,0,0,0,0,0,0,0,119,293,0,0,29,0
349,Addison,Favors,Maryland,CB,22,74,208,66,Normal,Draft,WarmWeatherState,CloseToHome,TeamHasFranchiseQB,52,81,84,92,26,48,25,52,68,60,35,66,59,37,38,51,88,43,52,74,47,73,89,76,48,26,81,25,70,0,24,64,44,47,30,39,70,90,31,38,38,59,45,90,69,21,37,18,59,27,25,17,32,61,24,81,48,40,38,25,2516,TRUE,0,0,0,0,0,0,0,0,0,0,120,168,0,0,3,0
294,Kevin,Sullivan,Mississippi State,C,22,76,313,64,Star,Draft,ChampionshipContender,TeamPrestige,HeadCoachHistoricRecord,43,58,67,80,25,45,26,42,24,65,37,45,53,39,44,58,47,82,43,76,44,27,97,26,45,25,58,40,29,0,81,38,36,70,65,42,32,70,24,43,73,85,32,84,36,37,35,17,47,34,35,14,29,44,44,78,33,61,70,68,2072,TRUE,0,0,0,0,0,0,0,0,0,0,121,251,0,0,27,0
175,Trent,Jones,Georgia Tech,QB,23,73,206,63,Normal,Draft,WarmWeatherState,BigMarket,HeadCoachHistoricRecord,30,79,83,91,47,42,73,36,80,59,34,30,64,64,38,57,77,37,30,73,32,77,95,33,42,47,79,43,40,0,29,26,41,39,41,41,24,85,38,43,37,50,40,98,70,27,70,73,47,77,91,76,74,38,39,81,76,26,42,38,1236,TRUE,0,0,0,0,0,0,0,0,0,0,122,272,0,0,72,0
352,Deshaun,Wilson,USC,WR,23,73,192,71,Star,Draft,HighestOffer,NoIncomeTax,WarmWeatherState,26,86,90,95,32,28,41,41,81,71,81,78,75,74,65,59,86,48,26,73,27,80,85,84,28,32,86,72,26,0,33,32,38,45,45,67,24,89,78,74,54,63,61,96,78,28,10,32,39,40,38,27,18,24,56,83,30,25,46,34,2547,TRUE,0,0,0,0,0,0,0,0,0,0,123,83,0,0,87,0
216,Darren,Downing,Duke,QB,22,72,219,59,Normal,Draft,BigMarket,CloseToHome,MentoratPosition,38,78,85,88,44,35,72,43,72,60,40,45,61,54,47,52,73,41,38,72,34,71,87,30,35,44,78,40,34,0,45,43,31,45,38,40,44,84,41,42,32,56,38,85,74,29,71,74,47,70,86,76,74,27,41,78,76,48,42,47,1479,TRUE,0,0,0,0,0,0,0,0,0,0,124,381,0,0,67,0
248,Brandon,Ferguson,Notre Dame,LT,23,77,314,66,Normal,Draft,SchemeFit,TeamHasFranchiseQB,BigMarket,35,59,73,69,24,30,38,41,32,71,27,41,52,38,46,59,44,75,35,77,26,45,92,29,30,24,59,25,31,0,69,30,36,62,63,43,31,64,36,43,62,79,43,88,45,14,23,30,46,34,29,36,15,26,26,79,37,76,74,76,1777,TRUE,0,0,0,0,0,0,0,0,0,0,125,165,0,0,12,0
80,Javier,Sewell,N.C. State,MLB,23,74,226,65,Normal,Draft,TeamPrestige,TeamHasFranchiseQB,WarmWeatherState,77,78,86,91,31,24,48,60,32,74,36,59,53,42,25,47,72,73,77,74,58,41,94,44,24,31,78,36,59,0,30,25,52,46,25,41,77,86,47,32,36,68,31,82,44,24,10,11,73,33,22,13,17,64,38,80,47,42,37,41,596,TRUE,0,0,0,0,0,0,0,0,0,0,126,239,0,0,26,0
267,Devyn,Davidson,Virginia,WR,23,75,213,69,Normal,Draft,CloseToHome,NoIncomeTax,HighestOffer,45,83,89,92,30,43,47,45,82,63,71,79,64,73,65,40,89,43,45,75,34,83,85,27,43,30,83,69,40,0,29,44,32,45,24,70,34,90,79,70,45,60,40,83,77,29,20,27,24,46,14,23,33,47,59,78,33,45,35,44,1892,TRUE,0,0,0,0,0,0,0,0,0,0,127,98,0,0,21,0
394,Joe,Clayborn,Ole Miss,RE,23,75,266,68,Normal,Draft,WarmWeatherState,CloseToHome,HeadCoachHistoricRecord,78,84,73,86,26,24,34,67,46,59,29,45,56,44,24,47,65,71,78,75,77,42,86,24,24,26,84,48,44,0,46,41,59,30,42,43,74,82,33,46,33,78,41,78,37,17,28,16,76,32,21,16,12,47,26,80,28,44,47,35,2898,TRUE,0,0,0,0,0,0,0,0,0,0,128,128,0,0,2,0
274,Kevin,Scott,Idaho,LOLB,22,74,247,66,Normal,Draft,CloseToHome,HeadCoachHistoricRecord,SchemeFit,75,79,80,85,40,47,24,72,35,63,31,33,56,39,40,40,66,75,75,74,72,40,88,28,47,40,79,43,48,0,43,27,58,43,43,40,76,83,26,36,35,76,42,88,27,18,21,17,76,34,10,34,21,45,32,84,27,32,33,45,1960,TRUE,0,0,0,0,0,0,0,0,0,0,129,185,0,0,17,0
246,DeMontre,Hammond,Iowa,TE,23,75,258,65,Normal,Draft,TeamHasFranchiseQB,HeadCoachHistoricRecord,BigMarket,26,76,82,84,24,38,34,35,72,65,71,78,63,65,63,43,78,56,26,75,29,72,89,32,38,24,76,61,27,0,44,46,40,49,62,65,34,86,74,64,63,70,56,78,62,12,24,15,43,30,23,18,25,44,66,79,39,58,52,51,1773,TRUE,0,0,0,0,0,0,0,0,0,0,130,231,0,0,19,0
73,George,Clifford,Lafayette,MLB,23,76,240,69,Normal,Draft,CloseToHome,NoIncomeTax,ChampionshipContender,80,70,85,86,29,40,48,72,35,68,32,55,50,24,26,58,66,73,80,76,57,29,92,37,40,29,70,31,47,0,41,24,56,41,38,49,84,84,33,33,45,77,34,92,41,13,23,13,81,39,24,17,15,58,42,82,41,28,24,28,536,TRUE,0,0,0,0,0,0,0,0,0,0,131,99,0,0,16,0
298,Derek,Henson,South Dakota State,SS,23,69,202,68,Normal,Draft,MentoratPosition,HeadCoachHistoricRecord,BigMarket,77,81,90,89,42,48,43,43,68,64,34,66,61,35,43,47,83,52,77,69,26,67,90,45,48,42,81,41,60,0,43,61,29,39,33,38,72,91,24,30,47,62,41,93,64,31,32,21,63,28,22,31,14,75,41,85,34,42,41,34,2131,TRUE,0,0,0,0,0,0,0,0,0,0,132,125,0,0,42,0
436,Devontae,Crews,North Carolina,RG,22,74,321,68,Normal,Draft,TeamPrestige,NoIncomeTax,BigMarket,36,69,65,78,40,44,41,31,27,63,24,40,52,37,46,57,54,86,36,74,34,41,91,34,44,40,69,48,39,0,78,29,28,60,74,50,48,66,25,29,76,89,34,80,36,26,31,20,45,27,37,10,26,35,28,85,45,70,62,67,3194,TRUE,0,0,0,0,0,0,0,0,0,0,133,124,0,0,13,0
33,Dan,Gilmore,UCF,TE,22,74,259,67,Normal,Draft,ChampionshipContender,TeamPrestige,TeamHasFranchiseQB,32,82,81,83,48,30,36,43,67,65,73,80,68,73,61,56,73,54,32,74,39,58,97,36,30,48,82,64,47,0,44,26,45,52,51,68,27,82,77,66,58,77,55,86,63,10,11,33,43,40,13,19,16,24,60,86,47,63,63,55,279,TRUE,0,0,0,0,0,0,0,0,0,0,134,154,0,0,24,0
223,Travis,McManus,Temple,RT,23,78,318,66,Normal,Draft,TeamPrestige,HighestOffer,CloseToHome,26,64,60,72,26,34,40,44,39,75,40,26,54,47,39,53,53,68,26,78,33,32,89,25,34,26,64,29,41,0,75,47,30,61,60,38,26,60,45,25,61,78,38,97,40,27,29,18,25,32,37,27,20,36,46,83,47,76,74,73,1553,TRUE,0,0,0,0,0,0,0,0,0,0,135,178,0,0,24,0
37,Jared,Dyson,Massachusetts,ROLB,23,75,240,68,Normal,Draft,TeamPrestige,MentoratPosition,HighestOffer,69,75,80,86,47,39,26,71,25,62,30,46,52,38,28,50,71,80,69,75,76,35,91,44,39,47,75,36,42,0,28,45,63,27,38,39,77,84,43,32,47,71,47,86,32,23,18,20,74,38,18,37,13,45,48,80,38,29,34,36,291,TRUE,0,0,0,0,0,0,0,0,0,0,136,123,0,0,20,0
84,Lane,Samuels,Tulsa,MLB,22,75,239,65,Star,Draft,BigMarket,SchemeFit,CloseToHome,85,70,79,90,36,29,30,62,36,66,29,62,53,25,31,59,74,70,85,75,59,30,84,30,29,36,70,24,54,0,28,26,60,37,33,40,79,89,25,27,36,63,35,90,41,31,37,13,76,27,30,27,15,68,34,81,34,30,44,33,638,TRUE,0,0,0,0,0,0,0,0,0,0,137,213,0,0,10,0
136,Kyrie,Elliott,Iowa,LT,22,79,315,63,Star,Draft,TeamHasFranchiseQB,ChampionshipContender,SchemeFit,40,61,70,73,47,43,28,33,35,71,36,29,55,28,26,50,53,73,40,79,48,45,86,47,43,47,61,47,31,0,70,27,39,61,67,40,45,61,30,47,61,81,39,79,24,17,26,20,24,24,17,24,34,45,34,79,36,73,72,75,963,TRUE,0,0,0,0,0,0,0,0,0,0,138,273,0,0,9,0
348,Ricky,McKinney,Wisconsin,RT,22,79,331,68,Normal,Draft,ChampionshipContender,HighestOffer,SchemeFit,25,59,59,74,24,24,44,43,43,65,36,29,50,42,47,42,45,83,25,79,26,47,94,28,24,24,59,45,46,0,84,41,41,72,66,50,40,65,39,38,76,89,36,91,45,22,14,17,43,26,12,34,17,43,33,80,48,64,74,68,2514,TRUE,0,0,0,0,0,0,0,0,0,0,139,122,0,0,25,0
362,Zay,Hicks,UTEP,SS,22,74,225,66,Normal,Draft,WarmWeatherState,CloseToHome,ChampionshipContender,76,78,78,88,45,38,32,58,52,65,43,72,49,47,37,47,82,57,76,74,37,52,85,58,38,45,78,24,61,0,48,59,25,29,31,38,81,82,27,30,37,72,43,94,57,21,28,13,69,34,33,28,36,70,48,78,30,42,38,48,2645,TRUE,0,0,0,0,0,0,0,0,0,0,140,170,0,0,36,0
194,Tavares,Bennett,Washington State,CB,22,74,190,64,Normal,Draft,BigMarket,CloseToHome,TeamPrestige,64,79,88,90,46,42,37,51,65,60,41,61,59,31,48,49,83,49,64,74,37,69,95,77,42,46,79,35,62,0,30,71,27,29,44,38,69,87,29,46,32,52,48,81,66,14,29,20,67,39,22,35,18,68,27,85,41,40,35,38,1349,TRUE,0,0,0,0,0,0,0,0,0,0,141,249,0,0,23,0
310,Christopher,Rutledge,Alabama,WR,21,70,192,73,Normal,Draft,HighestOffer,TeamPrestige,BigMarket,26,78,89,93,25,45,34,44,81,69,86,82,72,68,61,59,93,57,26,70,31,82,87,88,45,25,78,73,42,0,47,43,42,33,31,60,37,89,78,75,44,59,50,82,78,15,34,32,48,40,14,28,23,47,49,83,24,27,41,25,2259,TRUE,0,0,0,0,0,0,0,0,0,0,142,49,0,0,88,0
51,John,Ford,Mississippi Valley State,TE,22,78,252,68,Normal,Draft,ChampionshipContender,WarmWeatherState,HeadCoachHistoricRecord,42,78,77,84,46,47,29,45,61,61,79,75,70,65,56,41,75,68,42,78,26,58,89,34,47,46,78,63,41,0,52,33,47,61,62,61,36,79,72,71,65,79,69,79,65,35,14,17,28,27,38,24,21,37,67,80,28,54,64,60,391,TRUE,0,0,0,0,0,0,0,0,0,0,143,120,0,0,28,0
307,Tyronne,Wilcox,W. Kentucky,TE,21,78,271,66,Star,Draft,TeamHasFranchiseQB,SchemeFit,NoIncomeTax,44,76,80,86,29,45,37,34,74,64,73,76,70,62,55,55,77,63,44,78,33,60,85,28,45,29,76,58,34,0,59,25,26,65,59,66,33,78,72,71,55,72,67,88,65,26,28,33,29,46,10,20,37,28,73,78,28,65,62,58,2252,TRUE,0,0,0,0,0,0,0,0,0,0,144,200,0,0,20,0
286,B.J.,Dunn,Ohio State,MLB,23,74,251,66,Normal,Draft,HighestOffer,SchemeFit,CloseToHome,77,78,79,84,37,30,27,67,28,63,25,49,52,38,44,41,69,79,77,74,58,42,96,43,30,37,78,45,50,0,28,46,60,30,34,41,81,82,26,33,33,79,42,94,33,35,36,13,81,34,11,34,13,56,41,85,45,31,36,27,2003,TRUE,0,0,0,0,0,0,0,0,0,0,145,204,0,0,2,0
227,Marco,Meeks,Florida,MLB,21,72,229,64,Normal,Draft,SchemeFit,MentoratPosition,WarmWeatherState,80,71,80,89,36,28,37,66,26,74,24,58,53,27,36,47,70,74,80,72,55,45,88,45,28,36,71,46,55,0,40,40,53,37,38,46,76,87,45,42,25,64,41,85,32,30,25,10,78,37,11,17,27,62,40,86,36,34,39,41,1576,TRUE,0,0,0,0,0,0,0,0,0,0,146,263,0,0,9,0
85,Eddie,Honeycutt,Oregon,CB,22,74,203,69,Superstar,Draft,WarmWeatherState,HeadCoachHistoricRecord,TeamPrestige,74,95,84,90,43,31,29,62,69,60,30,69,69,46,34,47,83,59,74,74,35,77,96,41,31,43,95,24,63,0,45,81,33,40,37,44,76,90,28,43,31,69,62,82,75,12,34,37,68,25,15,22,36,74,53,82,31,44,39,37,643,TRUE,0,0,0,0,0,0,0,0,0,0,147,101,0,0,26,0
45,Julian,Watkins,Michigan,TE,22,75,242,67,Star,Draft,SchemeFit,MentoratPosition,HighestOffer,28,80,83,84,25,25,47,38,67,68,75,80,66,74,60,44,70,50,28,75,30,72,84,34,25,25,80,66,25,0,55,32,43,49,55,66,46,81,72,66,58,71,60,80,58,28,29,19,31,44,20,17,13,34,68,82,26,62,61,52,335,TRUE,0,0,0,0,0,0,0,0,0,0,148,155,0,0,24,0
441,Greg,McCann,Stanford,TE,22,75,241,65,Normal,Draft,WarmWeatherState,TeamHasFranchiseQB,SchemeFit,43,72,82,85,29,33,47,36,72,61,72,82,67,64,62,52,69,48,43,75,47,65,94,34,33,29,72,62,44,0,54,42,26,55,52,62,31,82,75,68,57,68,59,84,65,13,34,22,25,30,34,20,21,46,63,84,37,65,64,53,3202,TRUE,0,0,0,0,0,0,0,0,0,0,149,227,0,0,25,0
346,Curt,Meredith,Northern Illinois,RG,22,76,315,65,Normal,Draft,MentoratPosition,SchemeFit,WarmWeatherState,40,75,70,74,30,36,45,37,24,57,45,39,57,43,43,45,53,81,40,76,28,45,81,29,36,30,75,34,40,0,77,32,45,64,73,41,35,70,37,45,76,88,25,92,27,20,31,19,40,25,18,20,36,47,28,85,28,68,65,70,2499,TRUE,0,0,0,0,0,0,0,0,0,0,150,223,0,0,22,0
106,Tyree,Simon,UNLV,HB,23,72,214,68,Normal,Draft,NoIncomeTax,SchemeFit,TeamHasFranchiseQB,35,73,88,93,46,35,32,33,82,62,51,58,76,71,42,41,85,37,35,72,25,79,85,82,35,46,73,55,29,0,41,25,31,29,38,53,48,92,53,56,48,72,65,82,76,20,17,37,37,28,13,22,36,28,67,85,29,40,34,53,817,TRUE,0,0,0,0,0,0,0,0,0,0,151,119,0,0,12,0
418,Seth,Matthews,Massachusetts,SS,23,71,209,66,Normal,Draft,HighestOffer,NoIncomeTax,HeadCoachHistoricRecord,80,86,84,90,38,48,39,58,73,63,40,72,61,48,38,43,83,58,80,71,28,64,93,60,48,38,86,26,70,0,37,65,35,46,27,38,70,84,46,40,24,72,57,94,66,20,26,13,67,42,30,24,18,62,61,81,44,37,24,26,3103,TRUE,0,0,0,0,0,0,0,0,0,0,152,189,0,0,2,0
17,Bret,Levingston,Clemson,WR,23,72,176,68,Normal,Draft,WarmWeatherState,TeamHasFranchiseQB,CloseToHome,44,86,89,91,43,35,33,35,67,56,75,79,64,60,73,45,91,37,44,72,32,77,91,81,35,43,86,64,48,0,24,40,29,48,37,72,26,97,77,68,51,48,30,90,76,32,27,27,47,44,19,30,33,30,52,85,45,43,27,38,126,TRUE,0,0,0,0,0,0,0,0,0,0,153,118,0,0,23,0
399,Jose,McDougal,Toledo,DT,22,77,296,64,Normal,Draft,NoIncomeTax,MentoratPosition,TeamPrestige,64,73,70,80,44,46,40,67,25,68,38,27,50,42,42,50,61,71,64,77,60,37,90,27,46,44,73,35,47,0,25,36,67,47,29,48,79,74,46,27,47,86,46,88,29,26,24,30,73,25,20,20,19,17,38,85,41,40,48,29,2949,TRUE,0,0,0,0,0,0,0,0,0,0,154,264,0,0,52,0
411,Terrence,Wheeler,Ohio State,DT,23,77,303,63,Normal,Draft,BigMarket,TeamHasFranchiseQB,HighestOffer,69,65,64,80,32,41,38,65,31,60,39,42,51,34,47,54,58,77,69,77,75,39,81,41,41,32,65,45,29,0,42,44,58,48,36,50,76,72,32,41,25,80,36,77,46,26,19,18,77,29,14,27,35,45,43,86,30,25,27,46,3038,TRUE,0,0,0,0,0,0,0,0,0,0,155,271,0,0,10,0
41,Jerry,Heyward,Minnesota,LOLB,23,72,235,62,Normal,Draft,WarmWeatherState,ChampionshipContender,TeamHasFranchiseQB,74,79,76,90,28,35,44,62,30,65,32,48,54,43,35,40,72,63,74,72,57,32,89,39,35,28,79,41,62,0,25,35,47,24,34,39,70,81,29,35,37,70,37,86,29,29,36,20,76,40,29,24,13,66,44,85,45,28,30,42,317,TRUE,0,0,0,0,0,0,0,0,0,0,156,294,0,0,2,0
153,Ted,Wilbur,Michigan,RT,22,76,311,63,Normal,Draft,CloseToHome,HeadCoachHistoricRecord,WarmWeatherState,31,65,70,79,29,37,37,38,31,69,41,36,52,41,28,47,47,77,31,76,45,36,85,32,37,29,65,28,47,0,82,24,41,68,68,49,37,65,44,44,67,87,29,85,38,23,14,35,43,46,25,35,27,26,38,78,24,69,62,68,1098,TRUE,0,0,0,0,0,0,0,0,0,0,157,280,0,0,7,0
407,Tremaine,Barclay,Florida,RE,22,78,267,68,Normal,Draft,BigMarket,TeamPrestige,NoIncomeTax,76,78,73,85,30,46,31,62,47,65,43,42,55,27,42,54,67,79,76,78,60,32,95,48,46,30,78,43,33,0,33,28,73,46,48,47,79,77,33,25,47,84,43,76,42,19,13,28,75,25,32,19,14,43,35,85,46,33,33,28,3010,TRUE,0,0,0,0,0,0,0,0,0,0,158,117,0,0,61,0
448,Henry,Raymond,Memphis,QB,22,76,232,64,Normal,Draft,NoIncomeTax,WarmWeatherState,SchemeFit,31,58,73,79,30,41,65,32,51,60,37,37,56,64,26,52,68,47,31,76,40,50,94,39,41,30,58,30,29,0,30,43,36,37,29,49,41,74,48,38,29,68,52,79,55,27,70,78,27,75,93,76,74,32,54,84,75,47,28,42,3274,TRUE,0,0,0,0,0,0,0,0,0,0,159,265,0,0,64,0
361,Deontay,Gandy,Boston College,LG,21,77,343,67,Normal,Draft,CloseToHome,BigMarket,TeamPrestige,45,56,56,72,40,33,35,41,41,61,36,37,50,42,31,54,50,88,45,77,30,42,90,38,33,40,56,43,41,0,88,30,34,74,63,42,38,69,33,46,72,86,39,78,33,10,35,19,38,39,19,33,25,46,28,84,43,61,69,66,2621,TRUE,0,0,0,0,0,0,0,0,0,0,160,153,0,0,10,0
57,Wayne,Crompton,West Virginia,LOLB,23,73,222,64,Normal,Draft,MentoratPosition,HeadCoachHistoricRecord,SchemeFit,68,70,79,88,30,31,39,62,33,72,32,54,58,43,48,47,73,70,68,73,60,28,79,39,31,30,70,39,58,0,32,32,49,30,36,44,76,84,48,35,27,67,29,93,37,17,24,20,76,25,37,11,20,62,36,80,47,33,37,47,448,TRUE,0,0,0,0,0,0,0,0,0,0,161,266,0,0,29,0
444,Keelan,Jackson,LSU,WR,21,71,187,74,Star,Draft,HighestOffer,TeamPrestige,NoIncomeTax,33,84,88,90,48,34,28,32,75,71,81,85,72,68,62,49,89,54,33,71,25,83,91,89,34,48,84,73,40,0,25,47,38,44,46,65,36,92,77,80,44,58,60,92,81,26,24,31,48,31,21,37,20,48,62,83,37,27,43,41,3205,TRUE,0,0,0,0,0,0,0,0,0,0,162,38,0,0,82,0
265,Justice,Wilbon,New Mexico,WR,22,73,210,71,Star,Draft,MentoratPosition,HeadCoachHistoricRecord,NoIncomeTax,43,85,89,93,32,48,29,42,80,64,70,78,65,73,69,41,93,46,43,73,43,81,79,34,48,32,85,76,33,0,28,40,30,48,34,70,36,90,76,74,52,59,41,88,78,28,17,35,42,46,31,25,22,37,62,81,39,44,47,32,1887,TRUE,0,0,0,0,0,0,0,0,0,0,163,80,0,0,19,0
268,J.P.,Tolbert,Colorado State,QB,22,75,238,64,Star,Draft,BigMarket,ChampionshipContender,NoIncomeTax,40,60,78,76,43,30,72,42,56,60,31,44,54,65,30,45,64,28,40,75,35,49,81,44,30,43,60,32,48,0,48,29,33,40,35,46,46,69,30,29,33,68,55,92,47,11,69,76,46,74,94,72,77,32,54,80,73,27,33,38,1899,TRUE,0,0,0,0,0,0,0,0,0,0,164,268,0,0,68,0
356,Evan,Carmichael,Illinois State,FS,21,70,222,67,Normal,Draft,SchemeFit,HeadCoachHistoricRecord,TeamPrestige,75,79,85,89,46,26,32,56,61,66,37,69,64,47,43,57,86,60,75,70,48,57,78,68,26,46,79,40,72,0,27,68,42,42,47,40,72,84,48,26,26,65,40,90,65,31,22,36,59,45,17,26,20,68,56,80,38,37,38,40,2597,TRUE,0,0,0,0,0,0,0,0,0,0,165,151,0,0,7,0
196,Brian,Willis,Ohio State,LOLB,22,73,248,67,Normal,Draft,HeadCoachHistoricRecord,TeamHasFranchiseQB,NoIncomeTax,78,74,76,89,46,31,38,71,35,64,35,53,55,32,28,45,74,74,78,73,58,26,84,36,31,46,74,30,53,0,26,40,59,33,36,40,78,83,31,37,47,77,31,83,45,32,33,12,77,41,36,20,13,55,47,78,48,45,25,48,1364,TRUE,0,0,0,0,0,0,0,0,0,0,166,150,0,0,25,0
342,Parker,Samuels,LSU,CB,23,70,183,68,Normal,Draft,NoIncomeTax,SchemeFit,WarmWeatherState,65,88,82,95,28,48,24,62,59,60,41,61,63,44,29,49,82,57,65,70,31,70,94,81,48,28,88,25,71,0,25,72,41,29,26,46,72,89,45,41,30,60,27,83,66,21,28,36,60,46,29,15,12,63,35,84,24,48,30,43,2474,TRUE,0,0,0,0,0,0,0,0,0,0,167,114,0,0,19,0
395,Luke,Luther,Tennessee,LE,21,77,270,69,Normal,Draft,WarmWeatherState,MentoratPosition,HeadCoachHistoricRecord,73,74,75,84,46,34,31,63,48,64,35,33,55,40,38,57,65,73,73,77,63,28,95,26,34,46,74,41,25,0,43,27,74,44,43,39,78,77,24,47,37,85,28,71,26,24,10,21,77,40,37,12,19,44,27,78,29,32,46,39,2903,TRUE,0,0,0,0,0,0,0,0,0,0,168,102,0,0,74,0
355,Eddie,Snowden,Oklahoma,LT,22,77,305,66,Normal,Draft,SchemeFit,TeamHasFranchiseQB,NoIncomeTax,33,65,63,77,39,47,35,42,45,76,38,45,50,31,32,48,43,71,33,77,47,29,93,42,47,39,65,29,39,0,71,34,34,64,64,46,34,63,35,35,68,83,26,87,43,25,36,18,42,32,37,20,17,34,47,83,47,75,74,74,2586,TRUE,0,0,0,0,0,0,0,0,0,0,169,191,0,0,12,0
228,Ed,Van Buren,Georgia,CB,23,71,194,66,Star,Draft,MentoratPosition,BigMarket,HeadCoachHistoricRecord,51,80,93,91,33,48,27,51,80,60,72,63,61,31,76,52,93,50,51,71,45,69,84,91,48,33,80,70,64,0,38,72,29,36,24,48,72,89,71,73,31,59,38,97,73,18,14,29,57,47,12,32,21,64,35,80,25,39,39,42,1578,TRUE,0,0,0,0,0,0,0,0,0,0,170,192,0,0,6,0
96,Cam,Oakley,Boston College,LOLB,22,77,262,67,Normal,Draft,HighestOffer,TeamPrestige,MentoratPosition,69,71,75,88,45,33,28,71,27,65,24,45,59,42,47,45,68,71,69,77,68,36,82,48,33,45,71,37,38,0,29,35,77,38,31,44,75,82,24,44,29,75,41,81,34,11,12,23,73,25,24,27,26,48,35,78,37,42,28,42,732,TRUE,0,0,0,0,0,0,0,0,0,0,171,147,0,0,9,0
152,Kyle,Peters,Oklahoma State,RG,22,74,327,65,Normal,Draft,HeadCoachHistoricRecord,HighestOffer,CloseToHome,26,70,68,79,43,28,32,30,32,57,47,36,52,42,46,50,47,81,26,74,30,39,95,44,28,43,70,26,37,0,82,37,30,63,72,42,31,70,39,31,67,87,34,94,43,32,32,13,46,29,20,12,19,27,28,82,30,69,64,69,1080,TRUE,0,0,0,0,0,0,0,0,0,0,172,232,0,0,6,0
236,Deon,Stewart,Richmond,WR,24,73,176,70,Normal,Draft,NoIncomeTax,TeamHasFranchiseQB,HighestOffer,37,86,90,94,48,39,34,41,65,59,75,77,68,66,76,51,87,48,37,73,43,80,78,81,39,48,86,68,37,0,39,45,25,35,36,69,35,97,79,68,45,49,45,88,76,27,15,15,36,41,10,33,17,33,58,79,33,38,47,24,1648,TRUE,0,0,0,0,0,0,0,0,0,0,173,96,0,0,4,0
