,FirstName,LastName,Position,Age,OverallRating,TraitDevelopment,ContractStatus,Motivation3,Motivation2,Motivation1,OriginalHitPowerRating,OriginalJumpingRating,AgilityRating,AccelerationRating,OriginalKickAccuracyRating,OriginalKickPowerRating,BreakSackRating,BlockSheddingRating,BCVisionRating,AwarenessRating,CatchInTrafficRating,CatchingRating,CarryingRating,BreakTackleRating,DeepRouteRunningRating,ConfidenceRating,ChangeOfDirectionRating,ImpactBlockingRating,HitPowerRating,Height,FinesseMovesRating,JukeMoveRating,InjuryRating,KickReturnRating,KickPowerRating,KickAccuracyRating,JumpingRating,MediumRouteRunningRating,ManCoverageRating,LongSnapRating,LeadBlockRating,PressRating,PowerMovesRating,RunBlockPowerRating,RunBlockFinesseRating,ReleaseRating,PursuitRating,SpeedRating,SpectacularCatchRating,ShortRouteRunningRating,RunBlockRating,StrengthRating,StiffArmRating,StaminaRating,SpinMoveRating,ThrowAccuracyRating,ThrowAccuracyMidRating,ThrowAccuracyDeepRating,TackleRating,ThrowUnderPressureRating,ThrowPowerRating,ThrowOnTheRunRating,ThrowAccuracyShortRating,ZoneCoverageRating,TruckingRating,ToughnessRating,PlayActionRating,PassBlockFinesseRating,PassBlockPowerRating,PassBlockRating,Player,IsVisible,ProDayThreeConeDrill,ProDayTwentyYardShuttle,ProDayVerticalJump,CombineTwentyYardShuttle,CombineVerticalJump,ProDayFortyYardDash,CombineFortyYardDash,CombineOverallGrade,CombineThreeConeDrill,ProDayBroadJump,InitialDraftRank,TrueOverallRanking,CombineBenchPress,ProDayBenchPress,ProductionGrade,CombineBroadJump
47,J.R.,Rogers,HB,21,67,Normal,Draft,HeadCoachHistoricRecord,SchemeFit,MentoratPosition,38,72,87,89,30,40,36,40,70,62,48,70,87,72,38,57,85,36,38,70,44,83,79,81,40,30,72,53,27,0,34,36,26,25,42,60,40,90,52,54,46,68,62,97,76,29,15,24,36,28,15,10,32,41,65,80,24,45,48,43,452,True,0,0,0,0,0,0,0,0,0,0,121,147,0,0,13,0
365,Curtis,Evans,SS,22,67,Normal,Draft,HighestOffer,NoIncomeTax,ChampionshipContender,83,80,81,88,43,31,36,61,55,58,36,66,49,47,27,51,84,62,83,71,43,51,86,45,31,43,80,27,62,0,31,67,48,36,25,38,79,89,39,29,30,68,64,94,48,10,33,34,72,28,30,30,11,64,54,82,36,45,43,47,3221,True,0,0,0,0,0,0,0,0,0,0,122,148,0,0,29,0
390,Charlie,Tracey,TE,22,66,Normal,Draft,HeadCoachHistoricRecord,TeamPrestige,MentoratPosition,37,83,80,85,45,40,24,37,69,64,77,74,70,69,59,40,72,48,37,76,27,63,98,40,40,45,83,65,36,0,56,32,46,50,57,62,34,84,73,68,61,72,56,94,68,35,25,32,48,45,25,12,13,33,59,79,40,58,52,55,3246,True,0,0,0,0,0,0,0,0,0,0,123,178,0,0,11,0
77,Corliss,Bayless,ROLB,23,65,Normal,Draft,TeamHasFranchiseQB,ChampionshipContender,MentoratPosition,73,79,78,89,45,36,43,71,35,60,26,26,52,42,28,49,62,76,73,78,63,29,84,24,36,45,79,31,44,0,47,36,76,42,31,48,77,82,45,39,34,79,34,83,35,36,25,32,69,47,14,12,19,48,48,81,45,33,33,38,820,True,0,0,0,0,0,0,0,0,0,0,124,208,0,0,2,0
102,James,Culver,HB,22,66,Normal,Draft,NoIncomeTax,WarmWeatherState,ChampionshipContender,45,75,90,90,36,48,28,41,70,63,65,72,79,71,62,57,85,34,45,69,39,84,94,84,48,36,75,59,48,0,32,29,35,41,27,61,45,87,69,73,32,65,68,95,79,26,21,14,45,48,22,29,11,44,62,78,40,33,37,48,1092,True,0,0,0,0,0,0,0,0,0,0,125,177,0,0,17,0
291,Lloyd,Cooke,CB,21,67,Normal,Draft,TeamHasFranchiseQB,HeadCoachHistoricRecord,ChampionshipContender,64,80,86,90,24,38,31,49,60,63,31,56,63,34,44,45,83,61,64,73,32,67,84,86,38,24,80,41,69,0,25,66,28,26,45,38,68,92,48,28,44,49,45,93,71,11,16,32,63,42,27,34,12,60,33,81,32,43,34,26,3077,True,0,0,0,0,0,0,0,0,0,0,126,118,0,0,13,0
349,Darin,Douglas,FS,22,66,Normal,Draft,CloseToHome,BigMarket,NoIncomeTax,75,80,87,87,37,25,27,57,59,59,45,60,64,34,42,59,85,58,75,70,47,65,96,63,25,37,80,29,71,0,47,70,41,36,28,46,74,91,41,43,24,61,40,91,68,18,11,10,64,37,20,30,17,62,57,86,44,44,44,33,3205,True,0,0,0,0,0,0,0,0,0,0,127,176,0,0,26,0
245,Matthew,Richards,LT,22,66,Normal,Draft,TeamPrestige,ChampionshipContender,HighestOffer,26,60,60,74,47,28,24,42,42,66,25,44,53,43,36,53,47,81,26,80,47,45,93,40,28,47,60,24,38,0,79,39,46,74,66,39,33,61,25,24,73,88,35,91,48,17,28,31,27,35,26,37,19,43,27,80,47,64,69,66,2687,True,0,0,0,0,0,0,0,0,0,0,128,181,0,0,26,0
133,Damien,Wilhite,CB,23,65,Normal,Draft,TeamPrestige,CloseToHome,WarmWeatherState,57,84,88,89,24,31,42,50,63,58,29,68,63,34,39,41,82,45,57,70,27,67,97,74,31,24,84,37,60,0,24,72,25,37,47,47,64,92,26,43,29,50,41,80,75,31,11,13,64,36,38,19,28,69,43,79,42,43,28,27,1453,True,0,0,0,0,0,0,0,0,0,0,129,211,0,0,29,0
212,George,Holcomb,MLB,22,63,Normal,Draft,CloseToHome,TeamHasFranchiseQB,HighestOffer,83,73,82,91,25,25,47,59,26,66,38,62,50,43,24,53,72,76,83,72,57,32,95,46,25,25,73,45,59,0,27,38,54,44,44,45,76,88,27,47,44,69,46,83,48,36,27,19,76,48,15,34,16,61,43,85,24,30,40,40,2260,True,0,0,0,0,0,0,0,0,0,0,130,274,0,0,26,0
238,Darren,Watson,CB,23,65,Normal,Draft,HighestOffer,MentoratPosition,SchemeFit,56,79,84,90,43,24,42,62,57,59,37,59,63,26,27,55,83,57,56,69,31,76,91,70,24,43,79,37,61,0,28,63,47,31,31,42,65,91,41,26,47,60,25,78,65,28,30,19,58,46,15,23,23,70,42,86,34,41,40,33,2587,True,0,0,0,0,0,0,0,0,0,0,131,212,0,0,4,0
101,Alfonso,Dukes,DT,23,61,Normal,Draft,WarmWeatherState,SchemeFit,TeamHasFranchiseQB,70,74,70,84,47,35,47,60,25,60,36,48,56,42,43,41,59,72,70,75,66,34,80,32,35,47,74,35,28,0,26,31,60,42,43,42,78,75,27,40,35,84,25,95,35,19,27,23,71,35,11,18,13,39,46,85,44,44,47,31,1074,True,0,0,0,0,0,0,0,0,0,0,132,331,0,0,16,0
402,Koren,Nickerson,TE,23,68,Star,Draft,HeadCoachHistoricRecord,TeamHasFranchiseQB,TeamPrestige,44,71,78,85,33,36,32,44,67,64,75,82,71,67,56,47,77,65,44,75,33,59,79,42,36,33,71,61,40,0,58,44,28,57,52,61,27,84,74,68,65,78,68,93,58,28,25,35,44,34,13,10,23,27,64,83,44,63,62,57,3258,True,0,0,0,0,0,0,0,0,0,0,133,105,0,0,26,0
248,Zaire,Barnett,RE,21,66,Star,Draft,TeamHasFranchiseQB,NoIncomeTax,BigMarket,77,61,65,81,43,48,47,73,26,61,27,39,50,26,39,56,62,71,77,76,55,24,82,48,48,43,61,45,27,0,37,26,67,26,44,42,76,68,44,32,47,87,44,71,48,35,21,24,79,38,22,20,30,25,38,85,34,26,48,35,2697,True,0,0,0,0,0,0,0,0,0,0,134,175,0,0,50,0
360,Will,Broughton,FS,23,65,Normal,Draft,HeadCoachHistoricRecord,TeamHasFranchiseQB,SchemeFit,84,75,79,84,41,26,32,67,59,64,30,72,46,46,33,42,78,57,84,74,46,49,81,48,26,41,75,45,64,0,37,58,25,32,38,46,75,85,28,43,45,70,45,86,59,18,11,20,66,35,34,22,27,70,52,84,45,43,25,42,3216,True,0,0,0,0,0,0,0,0,0,0,135,215,0,0,46,0
311,Ashton,Terry,LT,22,63,Normal,Draft,CloseToHome,ChampionshipContender,TeamHasFranchiseQB,42,71,68,80,39,26,26,36,33,66,46,48,54,25,48,46,53,73,42,77,25,32,88,48,26,39,71,39,42,0,77,33,28,64,72,46,42,70,37,27,73,87,34,93,40,31,22,29,26,40,37,30,15,34,27,82,41,66,63,67,3167,True,0,0,0,0,0,0,0,0,0,0,136,278,0,0,6,0
222,Mitchell,Bohannon,LOLB,23,61,Normal,Draft,WarmWeatherState,BigMarket,HighestOffer,71,75,75,85,37,26,47,67,29,60,37,45,58,28,28,48,68,79,71,74,67,47,92,45,26,37,75,41,45,0,40,29,66,26,43,40,73,83,45,48,33,70,48,78,38,33,33,23,71,25,18,34,12,46,30,82,36,34,44,30,2422,True,0,0,0,0,0,0,0,0,0,0,137,311,0,0,11,0
432,Kevin,Beckham,WR,21,72,Normal,Draft,WarmWeatherState,NoIncomeTax,HeadCoachHistoricRecord,32,78,93,90,31,40,40,39,73,69,83,77,78,73,63,46,89,55,32,73,36,84,98,80,40,31,78,71,38,0,27,42,40,25,48,61,30,90,72,78,46,60,52,92,80,26,33,32,41,34,20,35,37,36,57,78,29,25,27,45,3288,True,0,0,0,0,0,0,0,0,0,0,138,57,0,0,92,0
121,Cory,Whitfield,HB,22,68,Normal,Draft,WarmWeatherState,NoIncomeTax,TeamHasFranchiseQB,47,72,86,88,35,38,33,44,82,66,59,62,84,78,40,45,77,27,47,73,31,77,84,56,38,35,72,48,47,0,38,35,29,29,33,50,24,88,52,51,34,77,82,93,77,26,13,13,27,38,16,22,36,26,83,82,42,44,28,55,1290,True,0,0,0,0,0,0,0,0,0,0,139,108,0,0,3,0
112,Brandon,Cadet,RE,23,68,Normal,Draft,HighestOffer,TeamHasFranchiseQB,SchemeFit,78,71,70,80,45,41,28,65,45,60,32,36,50,34,24,51,64,77,78,78,61,44,85,43,41,45,71,40,35,0,35,46,74,29,46,48,79,80,41,32,44,87,48,86,46,12,23,12,75,46,37,30,30,43,25,83,36,44,35,26,1215,True,0,0,0,0,0,0,0,0,0,0,140,109,0,0,56,0
246,Jimmy,Pettis,RE,22,66,Normal,Draft,MentoratPosition,HighestOffer,BigMarket,72,74,74,82,45,46,46,66,30,64,35,32,53,35,32,52,66,79,72,73,72,24,86,37,46,45,74,31,49,0,47,38,61,38,48,40,77,80,31,47,30,79,31,83,28,13,37,37,75,27,26,37,34,43,26,80,41,35,34,46,2688,True,0,0,0,0,0,0,0,0,0,0,141,174,0,0,27,0
158,Moses,Overton,ROLB,21,65,Normal,Draft,SchemeFit,CloseToHome,BigMarket,71,68,80,88,42,29,38,61,41,74,47,59,52,41,45,43,74,67,71,72,53,32,90,35,29,42,68,48,59,0,39,30,47,30,29,40,76,84,29,43,41,68,33,95,30,30,19,13,74,46,30,17,19,65,25,78,38,35,46,44,1752,True,0,0,0,0,0,0,0,0,0,0,142,224,0,0,18,0
3,Sterling,Peterson,LOLB,22,63,Normal,Draft,MentoratPosition,TeamPrestige,HeadCoachHistoricRecord,64,68,82,90,43,25,27,62,44,71,32,53,53,42,37,59,72,67,64,72,59,46,93,35,25,43,68,30,57,0,43,31,47,48,32,47,71,84,40,44,29,65,37,79,32,29,19,31,71,26,24,33,13,65,33,83,46,43,35,44,29,True,0,0,0,0,0,0,0,0,0,0,143,279,0,0,21,0
75,Justin,Killings,LE,22,68,Normal,Draft,BigMarket,CloseToHome,ChampionshipContender,73,74,70,84,40,42,27,63,24,65,26,47,54,28,37,55,68,78,73,75,63,33,96,28,42,40,74,34,37,0,25,37,71,39,37,45,79,79,33,26,37,87,27,72,43,21,36,23,77,35,29,24,37,45,44,79,37,34,34,43,796,True,0,0,0,0,0,0,0,0,0,0,144,106,0,0,67,0
215,Walter,Bullard,QB,22,64,Star,Draft,SchemeFit,TeamPrestige,CloseToHome,29,77,81,90,40,45,73,32,81,61,26,31,57,67,40,42,73,28,29,73,25,76,98,31,45,40,77,38,39,0,38,31,25,27,45,41,42,87,37,39,41,52,65,98,76,35,72,66,34,76,89,79,78,32,37,83,75,36,41,48,2297,True,0,0,0,0,0,0,0,0,0,0,145,233,0,0,47,0
154,Spencer,Weary,LOLB,22,65,Normal,Draft,ChampionshipContender,BigMarket,MentoratPosition,68,78,75,90,28,37,29,68,45,63,34,31,50,32,47,55,62,74,68,77,61,43,85,37,37,28,78,33,45,0,44,32,77,45,25,47,74,77,29,41,43,77,28,96,45,37,31,28,71,44,29,22,10,46,43,82,33,40,32,40,1684,True,0,0,0,0,0,0,0,0,0,0,146,218,0,0,10,0
344,Brendan,Fletcher,FS,22,63,Normal,Draft,NoIncomeTax,WarmWeatherState,TeamHasFranchiseQB,73,77,85,85,44,29,29,57,74,60,47,72,65,28,30,50,84,60,73,69,34,65,84,62,29,44,77,27,64,0,40,73,36,38,38,50,76,86,33,29,26,62,40,81,66,24,32,23,61,30,21,37,18,64,53,83,29,47,25,48,3200,True,0,0,0,0,0,0,0,0,0,0,147,266,0,0,21,0
319,Joel,Olsen,RT,22,68,Normal,Draft,TeamPrestige,ChampionshipContender,MentoratPosition,37,62,57,76,26,45,24,36,39,66,34,35,57,33,35,49,50,76,37,80,28,45,98,32,45,26,62,25,24,0,77,29,30,74,62,40,43,64,39,38,76,90,31,88,34,17,22,29,27,38,30,27,23,27,38,81,42,62,74,67,3175,True,0,0,0,0,0,0,0,0,0,0,148,112,0,0,11,0
330,John,Martin,RT,22,65,Star,Draft,CloseToHome,BigMarket,MentoratPosition,47,70,69,84,39,43,28,36,45,65,31,47,58,25,36,54,45,72,47,76,40,37,79,24,43,39,70,30,28,0,82,45,31,60,72,42,35,69,38,44,73,84,44,98,35,16,29,16,29,48,37,33,34,24,37,86,34,70,63,70,3186,True,0,0,0,0,0,0,0,0,0,0,149,230,0,0,15,0
33,Johnny,Fryar,CB,22,66,Normal,Draft,NoIncomeTax,TeamPrestige,SchemeFit,62,79,85,93,37,38,39,54,58,58,39,64,65,27,24,51,82,41,62,72,44,74,86,91,38,37,79,38,66,0,44,65,36,30,27,39,71,88,30,32,48,51,47,97,74,31,11,18,63,25,22,10,18,62,33,84,24,41,33,37,326,True,0,0,0,0,0,0,0,0,0,0,150,183,0,0,20,0
323,Brandon,Polite,RT,23,64,Normal,Draft,HeadCoachHistoricRecord,NoIncomeTax,WarmWeatherState,47,67,61,67,37,48,25,34,29,66,26,46,54,33,48,42,48,79,47,76,29,26,97,31,48,37,67,27,28,0,77,24,39,72,60,39,40,59,35,48,76,88,31,78,42,14,33,17,46,34,10,23,26,48,31,86,27,65,67,67,3179,True,0,0,0,0,0,0,0,0,0,0,151,246,0,0,1,0
65,Larry,Peek,LE,23,67,Normal,Draft,TeamPrestige,HighestOffer,WarmWeatherState,78,73,74,79,40,44,35,60,27,65,30,41,55,47,46,54,64,80,78,75,65,25,97,33,44,40,73,37,46,0,29,42,73,32,44,50,77,80,37,24,32,83,32,76,45,13,12,12,74,32,27,30,36,48,48,85,47,44,33,41,673,True,0,0,0,0,0,0,0,0,0,0,152,125,0,0,65,0
90,Austin,Beckham,ROLB,23,67,Star,Draft,HeadCoachHistoricRecord,WarmWeatherState,ChampionshipContender,84,72,80,87,33,31,29,70,35,66,41,61,56,36,29,59,74,80,84,74,60,44,95,42,31,33,72,30,48,0,41,30,55,25,37,39,78,84,35,45,42,73,33,92,45,24,24,35,80,37,33,35,25,51,33,83,29,29,44,37,1000,True,0,0,0,0,0,0,0,0,0,0,153,126,0,0,17,0
134,Von,Stinson,HB,22,64,Normal,Draft,WarmWeatherState,HeadCoachHistoricRecord,CloseToHome,43,81,88,89,37,28,26,45,74,62,66,74,79,74,55,56,86,30,43,72,27,79,84,92,28,37,81,61,42,0,40,37,41,26,48,65,30,87,74,69,41,66,64,90,72,32,26,13,26,30,12,12,34,44,69,78,35,47,38,55,1460,True,0,0,0,0,0,0,0,0,0,0,154,247,0,0,21,0
71,Karsten,Wilcox,MLB,23,72,XFactor,Draft,NoIncomeTax,SchemeFit,CloseToHome,86,82,88,91,30,43,43,68,44,75,32,72,51,31,37,41,76,82,86,72,63,35,91,45,43,30,82,38,59,0,37,27,56,28,42,41,79,90,45,32,24,73,43,94,36,10,21,35,83,26,14,32,16,68,33,80,32,28,48,44,753,True,0,0,0,0,0,0,0,0,0,0,155,58,0,0,89,0
81,Sheldon,Hearst,LE,22,70,Normal,Draft,SchemeFit,TeamHasFranchiseQB,ChampionshipContender,75,75,81,87,41,30,47,68,48,65,41,40,52,44,29,42,70,73,75,73,74,32,83,28,30,41,75,24,50,0,44,44,59,26,45,45,79,84,44,28,48,82,47,70,31,11,34,26,73,47,38,19,27,46,28,85,38,39,32,29,862,True,0,0,0,0,0,0,0,0,0,0,156,85,0,0,17,0
300,Seth,Mills,QB,21,60,Normal,Draft,CloseToHome,NoIncomeTax,WarmWeatherState,37,74,82,91,40,43,72,35,76,59,43,38,57,64,45,42,73,33,37,73,33,76,92,44,43,40,74,26,29,0,36,29,30,45,30,41,44,85,46,33,26,60,68,96,69,22,75,65,41,75,82,79,75,30,41,83,70,46,41,31,3147,True,0,0,0,0,0,0,0,0,0,0,157,338,0,0,61,0
97,Roman,Wilkins,DT,21,68,Normal,Draft,SchemeFit,WarmWeatherState,TeamHasFranchiseQB,76,66,59,79,24,27,43,72,48,64,37,27,55,33,31,48,55,78,76,74,62,39,94,39,27,24,66,42,47,0,48,27,70,44,42,41,75,65,47,26,40,86,41,89,34,37,37,37,79,27,18,12,16,27,47,81,47,44,45,39,1043,True,0,0,0,0,0,0,0,0,0,0,158,104,0,0,48,0
124,Rob,Berger,C,22,65,Normal,Draft,SchemeFit,MentoratPosition,TeamHasFranchiseQB,41,60,66,71,48,47,25,40,29,70,48,31,50,25,27,42,52,84,41,75,40,48,90,39,47,48,60,38,46,0,80,24,26,71,60,48,25,64,33,26,71,81,38,94,33,21,23,34,31,42,10,23,19,48,24,83,25,65,73,65,1353,True,0,0,0,0,0,0,0,0,0,0,159,222,0,0,24,0
336,Ron,Coyle,RT,21,65,Normal,Draft,MentoratPosition,BigMarket,ChampionshipContender,32,67,56,69,29,33,32,39,35,65,38,42,53,44,40,57,46,74,32,77,31,25,82,37,33,29,67,38,29,0,80,33,36,72,65,50,27,62,44,30,68,90,29,96,30,19,37,25,25,38,20,20,30,38,27,79,47,61,73,67,3192,True,0,0,0,0,0,0,0,0,0,0,160,216,0,0,16,0
414,LaShawn,Crawford,WR,22,71,Normal,Draft,TeamPrestige,ChampionshipContender,BigMarket,24,82,89,92,47,38,46,44,72,71,81,77,76,73,63,51,87,57,24,72,33,81,85,89,38,47,82,74,40,0,40,42,29,45,37,67,33,91,73,74,51,57,60,98,78,10,12,10,33,34,36,31,25,42,59,86,40,42,46,33,3270,True,0,0,0,0,0,0,0,0,0,0,161,74,0,0,88,0
386,Shaquille,Harden,TE,23,67,Normal,Draft,SchemeFit,MentoratPosition,TeamPrestige,33,81,81,86,36,32,24,39,71,66,72,81,73,68,58,43,73,51,33,78,40,72,78,32,32,36,81,61,29,0,48,30,46,58,63,68,35,84,73,62,59,72,60,96,58,30,25,13,44,42,22,26,24,44,59,86,42,61,61,53,3242,True,0,0,0,0,0,0,0,0,0,0,162,128,0,0,10,0
355,Johnny,Jenkins,FS,22,65,Normal,Draft,SchemeFit,HeadCoachHistoricRecord,BigMarket,75,84,90,91,33,29,46,48,75,58,41,72,65,30,36,59,81,48,75,71,36,71,78,52,29,33,84,45,58,0,33,65,40,30,31,42,77,91,42,48,42,60,42,80,71,33,26,23,60,44,11,25,19,69,38,80,38,30,42,43,3211,True,0,0,0,0,0,0,0,0,0,0,163,221,0,0,25,0
444,Philip,Cox,WR,23,66,Normal,Draft,TeamPrestige,HighestOffer,BigMarket,45,85,82,88,44,27,28,30,72,60,78,74,69,74,66,58,84,61,45,77,37,79,88,74,27,44,85,69,38,0,47,34,34,28,33,79,41,89,82,73,53,65,68,94,75,19,21,33,31,24,34,17,22,32,65,82,45,45,47,33,3300,True,0,0,0,0,0,0,0,0,0,0,164,190,0,0,27,0
316,Clint,Griffen,RT,22,66,Normal,Draft,HighestOffer,BigMarket,MentoratPosition,24,64,68,69,31,47,39,41,45,72,28,37,50,43,44,48,51,68,24,79,29,47,92,39,47,31,64,34,26,0,73,45,25,65,68,43,45,67,31,36,63,79,27,81,34,17,17,21,43,29,25,35,27,42,39,82,26,76,74,76,3172,True,0,0,0,0,0,0,0,0,0,0,165,191,0,0,15,0
359,Troy,Harmon,FS,21,66,Normal,Draft,TeamHasFranchiseQB,TeamPrestige,HighestOffer,75,83,85,86,34,36,30,46,60,66,29,69,57,42,28,41,79,56,75,70,26,58,94,46,36,34,83,45,61,0,33,57,26,37,33,50,75,85,30,42,24,63,26,90,68,17,32,22,68,24,26,22,33,70,36,83,43,25,42,39,3215,True,0,0,0,0,0,0,0,0,0,0,166,192,0,0,41,0
144,Caleb,Gettis,CB,23,65,Normal,Draft,MentoratPosition,NoIncomeTax,BigMarket,58,89,82,93,42,27,47,58,64,62,25,63,62,47,35,58,82,45,58,75,31,69,87,85,27,42,89,40,67,0,32,65,46,35,42,42,68,90,37,24,31,52,41,82,73,28,12,11,59,26,36,18,24,62,27,83,34,42,33,43,1577,True,0,0,0,0,0,0,0,0,0,0,167,219,0,0,12,0
333,Tim,Todd,RT,22,65,Normal,Draft,HeadCoachHistoricRecord,NoIncomeTax,WarmWeatherState,47,57,74,75,31,32,34,34,45,76,32,40,52,46,30,40,52,68,47,76,37,34,83,28,32,31,57,33,33,0,70,41,40,66,65,47,37,66,46,40,63,82,31,89,29,27,18,13,35,41,12,15,34,39,25,78,40,74,72,74,3189,True,0,0,0,0,0,0,0,0,0,0,168,217,0,0,14,0
335,Alex,Williamson,RT,23,66,Normal,Draft,TeamPrestige,SchemeFit,HighestOffer,36,65,61,70,34,27,35,36,28,69,48,46,56,37,29,40,43,83,36,80,38,48,79,41,27,34,65,36,32,0,83,29,45,71,68,45,25,64,40,40,72,85,26,81,41,25,36,18,32,37,11,16,25,44,35,84,33,60,74,67,3191,True,0,0,0,0,0,0,0,0,0,0,169,194,0,0,24,0
69,Dillon,Foster,CB,21,64,Normal,Draft,TeamHasFranchiseQB,CloseToHome,TeamPrestige,52,77,85,93,32,37,29,62,68,58,34,62,61,40,27,47,83,41,52,69,26,72,94,79,37,32,77,38,63,0,34,68,46,46,30,38,71,88,46,27,40,55,36,83,64,24,13,18,59,24,31,21,32,65,47,79,34,41,42,30,695,True,0,0,0,0,0,0,0,0,0,0,170,254,0,0,22,0
351,Josh,Springs,FS,21,64,Normal,Draft,TeamPrestige,HighestOffer,MentoratPosition,77,78,90,85,45,39,32,56,60,62,29,58,63,33,31,56,85,56,77,72,34,62,84,72,39,45,78,43,64,0,28,63,33,31,41,48,75,90,40,24,43,71,45,89,64,14,13,19,63,35,27,30,18,62,52,80,37,27,30,31,3207,True,0,0,0,0,0,0,0,0,0,0,171,255,0,0,17,0
13,Justin,Dukes,HB,24,67,Star,Draft,TeamHasFranchiseQB,TeamPrestige,CloseToHome,25,78,90,92,45,29,28,44,72,64,68,74,72,75,62,53,87,26,25,69,27,82,84,91,29,45,78,57,40,0,27,28,24,24,37,77,33,90,73,70,45,66,74,81,77,26,21,37,35,36,28,30,35,32,75,81,43,45,31,44,156,True,0,0,0,0,0,0,0,0,0,0,172,131,0,0,17,0
151,Kris,Stewart,RE,22,67,Normal,Draft,HighestOffer,SchemeFit,HeadCoachHistoricRecord,75,82,80,81,30,37,32,68,39,64,31,37,56,39,47,40,68,68,75,73,72,25,95,30,37,30,82,45,49,0,47,28,64,35,41,49,72,82,24,46,29,77,41,77,37,32,31,11,77,35,15,35,24,40,46,81,41,46,31,45,1660,True,0,0,0,0,0,0,0,0,0,0,173,130,0,0,25,0
404,John,Parker,WR,21,72,Normal,Draft,TeamHasFranchiseQB,MentoratPosition,SchemeFit,34,77,91,94,37,36,46,32,79,69,82,81,76,70,62,54,88,47,34,69,41,83,87,82,36,37,77,75,29,0,46,35,25,29,44,62,46,90,77,74,51,61,56,98,81,15,35,25,31,38,16,37,12,29,60,86,31,38,28,32,3260,True,0,0,0,0,0,0,0,0,0,0,174,60,0,0,83,0
421,Bryan,Dunn,WR,24,70,Normal,Draft,HeadCoachHistoricRecord,TeamHasFranchiseQB,BigMarket,43,80,93,92,25,28,37,40,79,60,71,80,65,77,71,40,89,41,43,72,35,78,91,26,28,25,80,72,29,0,32,28,47,25,46,67,27,90,82,72,43,65,41,81,76,14,17,21,48,36,37,22,27,26,51,83,39,37,26,28,3277,True,0,0,0,0,0,0,0,0,0,0,175,84,0,0,25,0
287,Jeremy,Goodrich,CB,21,67,Normal,Draft,TeamHasFranchiseQB,TeamPrestige,WarmWeatherState,59,83,87,91,30,28,25,51,67,59,24,59,67,42,45,48,91,54,59,73,38,73,83,93,28,30,83,32,67,0,33,71,38,25,33,46,67,91,40,47,37,57,24,98,64,16,12,36,57,27,31,36,19,63,29,83,44,38,34,43,3040,True,0,0,0,0,0,0,0,0,0,0,176,129,0,0,6,0
26,Clint,Norvell,HB,23,65,Normal,Draft,CloseToHome,MentoratPosition,NoIncomeTax,26,80,85,91,28,46,46,34,74,63,64,76,74,71,38,43,84,25,26,70,44,77,86,92,46,28,80,58,45,0,31,41,31,25,47,67,40,91,69,67,30,68,66,89,81,21,31,18,44,45,27,32,37,26,66,79,41,40,47,52,280,True,0,0,0,0,0,0,0,0,0,0,177,220,0,0,15,0
415,Bradley,Hixon,WR,23,69,Normal,Draft,CloseToHome,WarmWeatherState,HeadCoachHistoricRecord,39,78,90,90,33,32,30,32,77,65,75,79,72,74,70,48,88,42,39,73,44,82,85,35,32,33,78,68,46,0,25,37,40,47,24,69,35,91,80,72,53,66,41,91,75,24,15,19,31,42,29,37,27,36,49,85,25,27,25,38,3271,True,0,0,0,0,0,0,0,0,0,0,178,95,0,0,3,0
406,Kyrie,Betts,WR,22,67,Normal,Draft,HighestOffer,WarmWeatherState,TeamHasFranchiseQB,47,86,93,92,26,24,25,41,75,56,77,74,65,63,71,44,81,28,47,68,27,77,95,79,24,26,86,65,35,0,33,30,30,36,37,72,39,97,78,66,48,47,36,84,76,14,28,21,32,28,25,24,19,47,56,82,42,44,28,32,3262,True,0,0,0,0,0,0,0,0,0,0,179,124,0,0,14,0
438,Darrell,Cox,WR,23,70,Star,Draft,CloseToHome,WarmWeatherState,SchemeFit,31,89,92,92,48,32,39,41,72,58,79,78,69,62,78,50,84,46,31,70,41,80,95,83,32,48,89,68,47,0,44,27,41,43,45,67,34,94,82,71,51,50,45,81,81,32,27,37,48,38,25,20,28,44,55,81,27,24,25,32,3294,True,0,0,0,0,0,0,0,0,0,0,180,86,0,0,7,0
445,Joe,Delgado,WR,22,68,Normal,Draft,SchemeFit,HighestOffer,WarmWeatherState,25,85,90,93,41,42,44,30,69,54,79,74,63,66,71,40,91,29,25,72,44,77,78,93,42,41,85,69,24,0,28,39,36,45,29,66,48,95,81,72,46,52,47,91,81,16,30,16,38,43,25,16,23,41,56,79,46,35,31,25,3301,True,0,0,0,0,0,0,0,0,0,0,181,100,0,0,3,0
356,Johnnie,Conway,FS,22,66,Normal,Draft,HighestOffer,TeamPrestige,HeadCoachHistoricRecord,74,84,88,86,33,36,45,47,77,62,33,63,66,46,30,46,79,53,74,69,27,68,78,51,36,33,84,42,64,0,27,69,46,40,38,43,76,88,25,24,38,59,45,85,59,13,19,36,59,26,30,17,15,74,36,85,25,28,43,38,3212,True,0,0,0,0,0,0,0,0,0,0,182,165,0,0,28,0
